#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bloodline_tarbeck;Blood of Tarbeck Hall;;;;;;;;;;;;;x
bloodline_clegane;Blood of Fang Tower;;;;;;;;;;;;;x
bloodline_payne;Blood of Payne Hall;;;;;;;;;;;;;x
bloodline_serrett;Blood of Silverhill;;;;;;;;;;;;;x
bloodline_ambrose;Blood of the Red Ant;;;;;;;;;;;;;x
bloodline_ashford;Blood of Ashford;;;;;;;;;;;;;x
bloodline_caswell;Blood of the Centaur;;;;;;;;;;;;;x
bloodline_footly;Blood of Tumbleton;;;;;;;;;;;;;x
bloodline_fossoway_green;Blood of the Green Apple;;;;;;;;;;;;;x
bloodline_blackbar;Blood of Bandallon;;;;;;;;;;;;;x
bloodline_meadows;Blood of the Grassy Vale;;;;;;;;;;;;;x
bloodline_webber;Blood of the Red Spiders;;;;;;;;;;;;;x
bloodline_chester;Blood of Greenshield;;;;;;;;;;;;;x
bloodline_serry;Blood of Southshield;;;;;;;;;;;;;x
bloodline_grimm;Blood of Greyshield;;;;;;;;;;;;;x
bloodline_leygood;Blood of House Leygood;;;;;;;;;;;;;x
bloodline_merryweather;Blood of the Horn-of-Plenty Lords;;;;;;;;;;;;;x
bloodline_costayne;Blood of Three Towers;;;;;;;;;;;;;x
bloodline_vaith;Blood of the Red Dunes;;;;;;;;;;;;;x
bloodline_toland;Blood of Ghost Hill;;;;;;;;;;;;;x
bloodline_jordayne;Blood of the Tor;;;;;;;;;;;;;x
bloodline_gargalen;Blood of Salt Shore;;;;;;;;;;;;;x
bloodline_ladybright;Blood of House Ladybright;;;;;;;;;;;;;x
bloodline_dalt;Blood of Lemonwood;;;;;;;;;;;;;x
bloodline_santagar;Blood of Spottswood;;;;;;;;;;;;;x
bloodline_allyrion;Blood of Godsgrace;;;;;;;;;;;;;x
bloodline_risley;Blood of Risley Glade;;;;;;;;;;;;;x
bloodline_rhysling;Blood of House Rhysling;;;;;;;;;;;;;x
bloodline_fossoway_brown;Blood of the Brown Apple;;;;;;;;;;;;;x
bloodline_mandrake;Mandrake Blood;;;;;;;;;;;;;x
bloodline_strickland;Strickland Blood;;;;;;;;;;;;;x
bloodline_casterly;Casterly Blood;;;;;;;;;;;;;x
bloodline_maelys;Blood of the Monstrous;;;;;;;;;;;;;x
bloodline_blackfish;Blood of the Blackfish;;;;;;;;;;;;;x
bloodline_illyrio;Blood of Magister Illyrio;;;;;;;;;;;;;x
bloodline_wylla_wyl;Blood of Wylla the Warrior Maid;;;;;;;;;;;;;x
bloodline_viserys_iii;Blood of the Awoken Dragon;;;;;;;;;;;;;x
bloodline_artos_stark;Blood of Artos the Implacable;;;;;;;;;;;;;x
bloodline_roger_reyne;Blood of Roger the Red Lion;;;;;;;;;;;;;x
bloodline_robb_reyne;Blood of Robb Reyne;;;;;;;;;;;;;x
bloodline_alyssa_velaryon;Blood of Alyssa Velaryon;;;;;;;;;;;;;x
bloodline_strong_boys;Blood of the Strong Boys;;;;;;;;;;;;;x
bloodline_thoros;Blood of the Red Wizard;;;;;;;;;;;;;x
bloodline_melisandre;Blood of the Red Shadow;;;;;;;;;;;;;x
bloodline_beric;Blood of the Lightning Lord;;;;;;;;;;;;;x
bloodline_belicho;Blood of the Triarch Belicho;;;;;;;;;;;;;x
bloodline_vhalaso_the_munificent;Blood of Vhalaso the Munificent;;;;;;;;;;;;;x
bloodline_widow_of_the_waterfront;Blood of the Widow of the Waterfront;;;;;;;;;;;;;x
fisher;Fisher Bloodline;;;;Linaje Fisher;;;;;;;;;x
bloodline_teague;Blood of King Torrence Teague;;;;;;;;;;;;;x
bloodline_justman;Blood of King Benedict the Just;;;;;;;;;;;;;x
bloodline_fisher;Blood of the Fisher Kings;;;;;;;;;;;;;x
bloodline_alester_sarwyck;Blood of the Red Priest of Riverspring;;;;;;;;;;;;;x
bloodline_aegon_uncrowned;Blood of Aegon, the Rightful King;;;;;;;;;;;;;x
bloodline_euron;Blood of Euron Crow's Eye;;;;;;;;;;;;;x
bloodline_euron_king;Blood of Godly King Euron;;;;;;;;;;;;;x
mbs_manylegitchildren_man;Blood of [This.GetTitledFirstName], The Prolific;;;;;;;;;;;;;x
mbs_manylegitchildren_woman;Blood of [This.GetTitledFirstName], The Prolific;;;;;;;;;;;;;x
mbs_manybastardchildren_man;Blood of [This.GetTitledFirstName], The Unfaithful;;;;;;;;;;;;;x
mbs_manybastardchildren_woman;Blood of [This.GetTitledFirstName], The Unfaithful;;;;;;;;;;;;;x
walder_frey_prw;Blood of Lord Walder Frey;;;;;;;;;;;;;x
ygon_oldfather;Blood of The Oldfather;;;;;;;;;;;;;x
mbs_bl_ironthrone;Blood of [This.GetTitledFirstNameWithNickAndDynasty];;;;;;;;;;;;;x
bloodline_ellyn_reyne;Blood of Ellyn the Red;;;;;;;;;;;;;x
bloodline_ashara_dayne;Blood the Maid with Laughing Purple Eyes;;;;;;;;;;;;;x
pirate_trader;Blood of [This.GetTitledFirstName] the Trader;;;;;;;;;;;;;x
pirate_reaver;Blood of [This.GetTitledFirstName] the Reaver;;;;;;;;;;;;;x
pirate_westerosi;Blood of [This.GetTitledFirstName] the Andal;;;;;;;;;;;;;x
pirate_freecities;Blood of [This.GetTitledFirstName] the Valyrian;;;;;;;;;;;;;x
pirate_slaver;Blood of [This.GetTitledFirstName] the Slaver;;;;;;;;;;;;;x
pirate_liberator;Blood of [This.GetTitledFirstName] the Liberator;;;;;;;;;;;;;x
bloody_ben_blackwood;Blood of Bloody Ben Blackwood;;;;;;;;;;;;;x
brute_bracken;Blood of The Brute of Bracken;;;;;;;;;;;;;x
bloodline_joff_lydden;Blood of King Joffrey Lydden;;;;;;;;;;;;;x
bloodline_rego_draz;Blood of The Lord of Air;;;;;;;;;;;;;x
bloodline_nevio_narratys;Blood of Prince Nevio Narratys;;;;;;;;;;;;;x
bloodline_tattered_prince;Blood of The Tattered Prince;;;;;;;;;;;;;x
bloodline_tyanna_of_tower;Blood of Tyanna of the Tower;;;;;;;;;;;;;x
bloodline_janos_slynt;Blood of Janos Slynt;;;;;;;;;;;;;x
bloodline_philip_foote;Blood of Philip Foote, Lord of the Marches;;;;;;;;;;;;;x
bloodline_appleater_brune;Blood of Ser Lothor, the Apple-Eater;;;;;;;;;;;;;x
bloodline_nutt;Blood of Queen Jeyne Nutt, the Bold;;;;;;;;;;;;;x
bloodline_harte;Blood of Lord Harys Harte, the Defiant;;;;;;;;;;;;;x
bloodline_cassel;Blood of House Cassel;;;;;;;;;;;;;x
bloodline_theon_balon;Blood of Theon Turncloak;;;;;;;;;;;;;x
bloodline_theon_robb;Blood of Theon, the Greenlander Kraken;;;;;;;;;;;;;x
bloodline_theon_robb_king;Blood of Theon, the Icy Kraken;;;;;;;;;;;;;x
bloodline_dragon_big;Blood of The Mighty [This.GetFirstName];;;;;;;;;;;;;x
bloodline_dragon_old;Blood of The Venerable [This.GetFirstName];;;;;;;;;;;;;x
bloodline_dragon_fair;Blood of The Glorious [This.GetFirstName];;;;;;;;;;;;;x
bloodline_dragon_fertile;Blood of The Fertile [This.GetFirstName];;;;;;;;;;;;;x
bloodline_dragon_untamed;Blood of The Untamable [This.GetFirstName];;;;;;;;;;;;;x
bloodline_dragon_cunning;Blood of The Cunning [This.GetFirstName];;;;;;;;;;;;;x
bloodline_dragon_balerion;Blood of Balerion the Black Dread;;;;;;;;;;;;;x
cleon_the_butcher_bl_mbs;Blood of Cleon the Butcher King;;;;;;;;;;;;;x
davos_dragonslayer;Blood of Davos the Dragonslayer;;;;;;;;;;;;;x
aemond_one_eye_bl;Blood of Aemond One-Eye;;;;;;;;;;;;;x
rhaenyra_black_win_bl;Blood of Rhaenyra the Black Queen;;;;;;;;;;;;;x
aegon_green_win_bl;Blood of Aegon, the Rightful King;;;;;;;;;;;;;x
bloodline_golden_company;Blood of [This.GetFirstName] the Captain General;;;;;;;;;;;;;x
bloodline_locke;Blood of House Locke;;;;;;;;;;;;;x
bloodline_slate;Blood of House Slate;;;;;;;;;;;;;x
clubfoot_bloodline;Blood of Larys Clubfoot;;;;;;;;;;;;;x
rogueprince_bloodline;Blood of the Rogue Prince;;;;;;;;;;;;;x
florian_bloodline;Blood of Florian the Fool;;;;;;;;;;;;;x
weeper_bloodline;Blood of the Weeper;;;;;;;;;;;;;x
vulture_king_mbs_bl;Blood of the Vulture King;;;;;;;;;;;;;x
black_harren_bl;Blood of Black Harren;;;;;;;;;;;;;x
sage_kings_bl;Blood of Three Sage Kings;;;;;;;;;;;;;x
lannister_bastards_bl;Blood of Illborn;;;;;;;;;;;;;x	
crackbones_bl;Blood of Crackbones;;;;;;;;;;;;;x
greenhand_desc;A mythical King of the First Men, said to have led them to Westeros. The ancestor of many houses of the Reach he wore a crown of flowers and made the land bloom.;;;;;;;;;;;;;x
garth_the_gardener_desc;The son of Garth Greenhand and founder of House Gardener, he made his home atop a hill above the River Mander that would become known as Highgarden.;;;;;;;;;;;;;x
garth_goldenhand_desc;The greatest Gardener King. Known as the Goldenhand, for his deeds both in war and in peace, he ruled for eighty-one years, of which less than ten were spent at war.;;;;;;;;;;;;;x
uthor_the_hightower_desc;A legendary Hightower King, said to have commissioned Bran the Builder to rebuild the Hightower in Stone and to have married Maris the Maid, daughter of Garth Greenhand.;;;;;;;;;;;;;x
leo_longthorn_desc;A Tyrell Lord of Highgarden well respected across the Seven Kingdoms. He was widely held to be the finest jouster in Westerosi history.;;;;;;;;;;;;;x
alester_tyrell_desc;An Andal adventurer and founder of House Tyrell, he served as the sworn shield of King Gwayne V Gardener, the last of the Three Sage Kings.;;;;;;;;;;;;;x
florys_the_fox_desc;The cleverest of Garth Greenhand's children, Florys kept three husbands, each ignorant of each other. Her sons would found Houses Florent, Ball and Peake.;;;;;;;;;;;;;x
john_the_oak_desc;The son of Garth Greenhand and a giantess, he was a legendary warrior said to be eight feet tall and credited with bringing chivalry to Westeros. He founded House Oakheart.;;;;;;;;;;;;;x
gilbert_of_the_vines_desc;The son of Garth Greenhand and founder of House Redwyne, Gilbert is credited with teaching the men of the Arbor how to make wine.;;;;;;;;;;;;;x
urrigon_hightower_desc;The son of Uthor Hightower and Maris the Maid. After the death of his brother he gave a tract of land to the first Maesters who would go on to found the Citadel.;;;;;;;;;;;;;x
foss_the_archer_desc;The son of Garth Greenhand and founder of House Fossoway, he was a legendary archer known to shoot apples off the head of any maid who took his fancy.;;;;;;;;;;;;;x
owen_oakenshield_desc;A legendary son of Garth Greenhand. He is credited for conquering the Shield Islands and driving the selkies and merlings back into the sea.;;;;;;;;;;;;;x
harlon_the_hunter_and_hendon_of_the_horn_desc;Twin sons of Garth Greenhand they founded Horn Hill and took a woods witch as a wife, founding house Tarly.;;;;;;;;;;;;;x
bors_the_breaker_desc;The son of Garth Greenhand and founder of House Bulwer. According to legend, he gained the strength of twenty men by drinking only bull's blood.;;;;;;;;;;;;;x
rose_of_red_lake_desc;A daughter of Garth Greenhand and founder of House Crane. Said to have been able to adopt the form of a crane at will, an ability some of her descendants are said to share.;;;;;;;;;;;;;x
rowan_gold_tree_desc;A daughter of Garth Greenhand and founder of House Rowan. Said to have planted an apple wrapped in her hair from which grew a tree of yellow gold.;;;;;;;;;;;;;x
elwyn_the_ever_sweet_desc;A daughter of Garth Greenhand and founder of House Beesbury. She sought out the King of the Bees and promised to care for his children, becoming the first beekeeper.;;;;;;;;;;;;;x
lann_the_clever_desc;A cunning trickster and founder of House Lannister, Lann is bellieved to have swindled the Casterlys out of Casterly Rock with nothing but his wits.;;;;;;;;;;;;;x
gerold_the_great_desc;A legendary king from House Lannister, Gerold raided the Iron Isles, taking a hundred Ironborn hostages and hanging one each time his lands were raided.;;;;;;;;;;;;;x
crake_the_boarkiller_desc;The founder of House Crakehall, a house known for their strength and martial prowess.;;;;;;;;;;;;;x
mountain_that_rides_desc;A giant of a man, Gregor Clegane was known for his violence and cruelty, and was responsible for the brutal murder of Elia Martell and her children.;;;;;;;;;;;;;x
the_red_lion_desc;The Reynes of Castamere are an ancient house of First Men origin. The house has produced many famous knights and their mines have made them one of the richest in the West.;;;;;;;;;;;;;x
the_hooded_man_desc;Descended from the legendary Hooded Man, the Hooded Kings of the Banefort were early foes of House Lannister, using thrall armies and powerful curses against Casterly Rock.;;;;;;;;;;;;;x
herrock_the_whoreson_desc;Herrock Kenning used his horn to signal for the whores of Kayce to open a gate to the town, taking it for House Lannister and later personally killing two Driftwood Kings.;;;;;;;;;;;;;x
the_crag_desc;The Westerlings of the Crag are a proud and ancient house of First Men origin. Though the house has produced many famous warriors, their mines have begun to run dry.;;;;;;;;;;;;;x
the_blind_bowman_desc;Also known as the Blind Bowman, Alan o' the Oak was the founder of House Yew and a legendary First Man hero of the Westerlands from the Age of Heroes.;;;;;;;;;;;;;x
farman_desc;Once ruling as kings of Fair Isle, the Farmans are amongst the most powerful houses of the Westerlands. They are the first line of defence of the Westerlands against the Ironborn.;;;;;;;;;;;;;x
aubrey_crakehall_desc;After commanding the armies of the Rock in a victorious seven year campaign against King Hagon the Heartless, Ser Aubrey set himself up as King of the Ironborn.;;;;;;;;;;;;;x
nymeria_desc;The warrior queen of the Rhoynar, Nymeria led her people to Dorne and married Lord Mors Martell with whom she united Dorne, sending six defeated kings to the Wall.;;;;;;;;;;;;;x
meria_desc;Nicknamed the Yellow Toad of Dorne, Princess Meria led her people in the guerilla campaigns of the Conquest and First War of Dorne, holding back Aegon's armies and dragons.;;;;;;;;;;;;;x
yronwood_desc;An ancient house, the Yronwoods guard the Boneway and long claimed the title of High Kings of Dorne. Though defeated by the Martells they retain the title Bloodroyal.;;;;;;;;;;;;;x
fowler_desc;An ancient house the Fowlers guard the Prince's Pass and ruled as Kings of Stone and Sky. Now defeated by the Martells they remain one of the most powerful Dornish Houses.;;;;;;;;;;;;;x
samwell_dayne_desc;Known as the Starfire, King Samwell Dayne of the Torrentine sacked and burned Oldtown in a daring attack on the Reach.;;;;;;;;;;;;;x
the_wyl_desc;A powerful House from Dorne, the Wyls have a long tradition of fighting against the Dornish marches and during the First Dornish War Lord Wyl committed many attrocities.;;;;;;;;;;;;;x
benedict_blackmont_desc;Said to worship a dark god and possessing the ability to transform himself into a giant vulture, Benedict Blackmont was a powerful King in the Dornish Mountains.;;;;;;;;;;;;;x
manwoody_desc;A powerful house from the North of Dorne, House Manwoody was founded after its founder slew a King of the Reach at Kingsgrave, later ruling as King of the Red Mountains.;;;;;;;;;;;;;x
qorgyle_desc;A powerful Dornish house, Lord Qorgyle is rumoured to have arranged the assassination of Lord Lyonel Tyrell, governor of Dorne, using venomous scorpions.;;;;;;;;;;;;;x
qorgyle_bl_desc;The Qorgyles were adventuring Andals who established their domains in the unexplored Dornish deserts, settling in the deep dunes and sands of Dorne, fortifying the only well for fifty leagues around. They have a reputation for scheming and have been known to use the scorpions of their sigil in assassinations.;;;;;;;;;;;;;x
uller_desc;A powerful Dornish house, House Uller are considered impulsive and unpredictable but loyal vassals to the Martells. In the First Dornish War they killed the dragon Meraxes.;;;;;;;;;;;;;x
uller_a_desc;A powerful Dornish house, founded by Andal adventurers. Their castle is named after an event in which rivals were invited to the castle, locked within, and burned to death.;;;;;;;;;;;;;x
aegon_the_conqueror_desc;Rider of the great Dragon Balerion, Aegon conquered Westeros, becoming first Lord of the Seven Kingdoms and became known as 'the Conqueror'.;;;;;;;;;;;;;x
aegon_the_reclaimer_desc;Rider of the great Dragon Balerion, Aegon conquered the Free Cities and restoring the Freehold of Valyria, that had been destroyed in the Doom, becoming the first true Emperor of Valyria.;;;;;;;;;;;;;x
the_conciliator_desc;Ruling with his siter-wife Alysanne, Jaehaerys was a wise king, known for abolishing first night, building the Kingsroad, and for fostering peace throughout Westeros.;;;;;;;;;;;;;x
daemon_blackfyre_desc;The son of Aegon IV and Daena the Defiant, Daemon was a great warrior, and the greatest of the Great Bastards. Founder of House Blackfyre, some view him as the true heir.;;;;;;;;;;;;;x
mad_king_desc;At the start of his reign, Aerys II showed promise, but later descended into insanity, becoming known for his paranoia and cruelty, and an obsession with fire.;;;;;;;;;;;;;x
the_sea_snake_desc;A renowned seafarer and Lord of Driftmark, Corlys Velaryon led many voyages to distant lands gaining wealth and prestige, becoming one of the most powerful men in Westeros.;;;;;;;;;;;;;x
robert_baratheon_desc;King Robert Baratheon led the successful uprising against the Mad King, slaying Prince Rhaegar at the Trident. A skilled warrior he inspired loyalty in those serving him.;;;;;;;;;;;;;x
the_shadow_king_desc;Descended from the ancient First Men Kings of Blackwater Bay, known as the Shadow Kings, House Darklyn rules Duskendale, a major trade port in the Narrow Sea.;;;;;;;;;;;;;x
bloodraven_desc;One of the Great Bastards and son of Missy Blackwood, Brynden Rivers earned his nickname from a birthmark. Skilled with bow and blade Brynden was rumored to be a sorcerer.;;;;;;;;;;;;;x
bittersteel_desc;One of the Great Bastards and son of Barba Bracken, Aegor Rivers was a renowned warrior. Aegor was angry all of his life and loathed his younger brother Bloodraven.;;;;;;;;;;;;;x
seastar_desc;One of the Great Bastards and daughter of Serenei of Lys, Shiera Seastar was said to be the most beautiful woman in Westeros and was said to use magic to maintain it.;;;;;;;;;;;;;x
maegor_desc;Son of Aegon the Conqueror and Queen Visenya, Maegor was a born warrior, but he quickly acquired a reputation for anger, violence and cruelty, desiring power above all.;;;;;;;;;;;;;x
mother_of_dragons_desc;An exiled Targaryen Princess, Daenerys Targaryen brought Dragons back into the world, hatching three on her husband's funeral pyre in the middle of the Dothraki Sea.;;;;;;;;;;;;;x
bran_the_builder_desc;The mythical founder of House Stark, said to have communed with Giants and Children of the Forest, and to have built Winterfell, the Wall, the Hightower, and Storm's End.;;;;;;;;;;;;;x
the_young_wolf_desc;Becoming Lord of Winterfell at a young age after the execution of his father, Robb Stark was a military genius and was proclaimed King in the North and King of the Trident.;;;;;;;;;;;;;x
royce_redarm_desc;A Red King of the Dreadfort, he earnt his name because he tore out the entrails of his prisoners with his bare hands. During a war with House Stark he burnt Winterfell.;;;;;;;;;;;;;x
belthasar_bolton_desc;A Bolton Lord of the Dreadfort, Belthasar became infamous during the Rape of the Three Sisters when he made a Pink Pavilion made from the skins of one hundred Sistermen.;;;;;;;;;;;;;x
bran_the_breaker_desc;An early King of Winter, he allied with Joramun, the King-Beyond-the-Wall, to end the thirteen year rule of the Night's King and free the Night's Watch from bondage.;;;;;;;;;;;;;x
theon_the_hungry_wolf_desc;King of Winter during the Andal invasions, Theon made common cause with the Boltons, defeating the Andals at the Battle of the Weeping Water and brutally raiding Andalos.;;;;;;;;;;;;;x
cregan_stark_desc;An unforgiving Lord of Winterfell and legendary swordsman, who ruled during the Dance of Dragons, Cregan briefly governed as Hand of the King during the Hour of the Wolf.;;;;;;;;;;;;;x
bael_the_bard_desc;Bael the Bard was one of the greatest wilding raiders of his time rising to be King-Beyond-the-Wall. He eloped with the daughter of the Lord of Winterfell, fathering a son.;;;;;;;;;;;;;x
karlon_stark_desc;A younger son of the King of Winter, Karlon Stark successfully defeated a rebel lord and was given lands by his father for his success and bravery, founding House Karstark.;;;;;;;;;;;;;x
last_hearth_desc;Once ruling as petty kings of the First Men, the Umbers are amongst The North's most powerful houses. Their proximity to the Wall makes them a target for wildling raids.;;;;;;;;;;;;;x
first_king_desc;The legendary First King of the First Men, the First King is said to have established the line of the Barrow Kings and to have been buried in the Great Barrow at Barrowton.;;;;;;;;;;;;;x
ryder_desc;The Ryders were First Men kings after the Long Night who ruled over the Rills and were eventually defeated and reduced to vassals by the Kings of Winter.;;;;;;;;;;;;;x
manderly_desc;An ancient line who once lived by the Mander, they were driven out by the Peakes and sought refuge in the North as vassals of House Stark, establishing White Harbour.;;;;;;;;;;;;;x
the_marsh_king_desc;The rulers of the Crannogmen of the Neck, the Marsh Kings were often thought to be touched by the old gods. Songs claim the Marsh Kings rode lizard-lions into battle.;;;;;;;;;;;;;x
bear_island_desc;An old house with a proud reputation. A Stark king gave Bear Isle to the Mormonts after winning it by wrestling an Ironborn King and they face frequent Wildling raids.;;;;;;;;;;;;;x
hammer_of_justice_desc;The last truly great First Man king of the Riverlands, Tristifer is said to have fought one hundred battles, losing only one, taking seven Andal kings to defeat him.;;;;;;;;;;;;;x
bracken_bl_desc;An ancient house the Brackens are one of the most powerful houses in the Riverlands and sometimes ruled as kings, they are often at odds with their Blackwood neighbours.;;;;;;;;;;;;;x
blackwood_bl_desc;Originally from the Wolfswood, the Blackwoods are one of the most powerful houses in the Riverlands and sometimes ruled as kings, they are often at odds with the Brackens.;;;;;;;;;;;;;x
walder_frey_desc;Breaking the laws of Guest Right, Walder Frey orchestrated the brutal Red Wedding, killing many Northmen and Rivermen, as well as King Robb Stark, his liege lord.;;;;;;;;;;;;;x
edmyn_tully_desc;Lord Edmyn was the first riverlord to join Aegon the Conqueror against Harren the Black and was made Lord Paramount of the Trident in thanks, later serving as Aegon's Hand.;;;;;;;;;;;;;x
kermit_tully_desc;The young Lord Kermit was a powerful leader of the Blacks during the Dance of Dragons, leading the Riverlander army and personally slaying Lord Borros Baratheon in battle.;;;;;;;;;;;;;x
mallister_desc;An ancient house, and one of the most powerful in the Riverlands. The Mallisters rule the Cape of Eagles and protect it from Ironborn raids.;;;;;;;;;;;;;x
black_aly_desc;Aunt of Lord Benjicot, Black Aly Blackwood was a noted commander of the Blacks, and archer without peer. At Burning Mill she slew Ser Amos Bracken, her brother's killer.;;;;;;;;;;;;;x
artos_arryn_desc;Known as the Falcon Knight, Artos Arryn led the victorious Andals against the First Men at the Battle of the Seven Stars and was proclaimed the King of Mountain and Vale.;;;;;;;;;;;;;x
robar_royce_desc;The greatest Bronze King, Robar was proclaimed High King of the Vale, the Fingers and the Mountains of the Moon, and almost succeeded in driving the Andals from the Vale.;;;;;;;;;;;;;x
the_talon_desc;Known as the Talon, Oswin Arryn was a warrior King of Mountain and Vale who fought the Starks in the War Across the Water, capturing and burning the Wolf's Den.;;;;;;;;;;;;;x
littlefinger_desc;Originally the smallest of small lords, Petyr Baelish was fiercely intelligent and used his cunning to become one of the richest and most powerful men in Westeros.;;;;;;;;;;;;;x
jaime_corbray_desc;A famous Andal knight who fought in the Battle of the Seven Stars, Ser Jaime Corbray is believe by some to have slain King Robar Royce, reclaiming Lady Forlorn.;;;;;;;;;;;;;x
gerold_grafton_desc;An Andal warlord, Gerold Grafton proclaimed himself King of Gulltown after the death of the Shett King who had invited him to Andalos and given him a daughter to marry.;;;;;;;;;;;;;x
redfort_desc;One of the most powerful and ancient houses in the Vale, the Redforts are descended from the First Men. At the Battle of the Seven Stars Torgold the Grim slew Lord Redfort.;;;;;;;;;;;;;x
hunter_a_desc;One of the most powerful and ancient houses in the Vale, the Hunters are descended from the First Men. They fought at the Battle of the Seven Stars, bending the knee.;;;;;;;;;;;;;x
ursula_upcliff_desc;Called the Bride of the Merling King, Ursula Upcliff was a powerful sorceror and one of the leaders of the First Men against the Andals who was slain by Torgold the Grim.;;;;;;;;;;;;;x
gulltown_arryns_desc;A cadet branch of House Arryn, the Arryns of Gulltown have gained wealth by marrying merchants, but have lost prestige and are considered uncouth as a result.;;;;;;;;;;;;;x
ruthermont_desc;An old and powerful House from the Vale of Andal descent. Lord Ruthermont is believed by some to have been the one to slay King Robar at the Battle of the Seven Stars.;;;;;;;;;;;;;x
torgold_the_grim_desc;A devout Andal warrior who carved a star on his chest, Torgold Tollett slew many First Men heroes during the Battle of the Seven Stars, before falling to King Robar Royce.;;;;;;;;;;;;;x
luceon_templeton_desc;A famous Andal knight who fought in the Battle of the Seven Stars, Ser Luceon Templeton, the Knight of Ninestars is believe by some to have slain King Robar Royce,;;;;;;;;;;;;;x
durran_godsgrief_desc;The legendary founder of House Durrandon, Durran won the love of Elenei, the daughter of the sea god, building the castle of Storms End to protect himself from his fury.;;;;;;;;;;;;;x
orys_baratheon_desc;Said to be the bastard half-brother of Aegon I and his greatest general, Orys Baratheon slew the Storm King Argilac taking his lands, sigil and daughter for his own.;;;;;;;;;;;;;x
galladon_of_morne_desc;Called the Perfect Knight, Galladon was a legendary knight from the isle of Tarth, beloved of the Maiden and wielder of a magic sword, many on Tarth claim descent from him.;;;;;;;;;;;;;x
swann_desc;House Swann claim to be the oldest of the Marcher Lords and are amongst the most powerful houses in the Stormlands. They have a longstanding emnity with the Dornish.;;;;;;;;;;;;;x
lightning_lords_desc;The first Dondarrion was a messenger who was saved from death by lightning, enabling him to give the Storm King his message, now Marcher Lords, they guard against Dorne.;;;;;;;;;;;;;x
lord_of_the_marches_desc;House Caron claim the title of Lord of the Marches and are amongst the most powerful houses in the Stormlands. They have a longstanding emnity with the Dornish.;;;;;;;;;;;;;x
renly_baratheon_desc;King Renly Baratheon was the youngest child of of Steffon Baratheon and after the death of his brother Robert, was proclaimed King at Highgarden, wedding Margaery Tyrell.;;;;;;;;;;;;;x
grey_king_desc;The legendary first High King of the Ironborn and ancestor of most Ironborn Great Houses, the Grey King slew the sea-dragon Nagga, making his hall from its corpse.;;;;;;;;;;;;;x
good_brother_desc;The loyal brother of the Grey King founded House Goodbrother, a prestigious and powerful Ironborn House. Only House Greyiron had more Kings chosen through the Kingsmoot.;;;;;;;;;;;;;x
harwyn_hardhand_desc;Harwyn Hoare succeeded his cautious father Qhorwyn as Iron King and proceeded to seize the Riverlands from House Durrandon, becoming the first King of the Rivers and Isles.;;;;;;;;;;;;;x
red_kraken_desc;The Lord of the Iron Isles during the Dance, Dalton Greyjoy was a prolific reaver, raiding as far afield as Old Ghis and burning much of the Westerlands during the Dance.;;;;;;;;;;;;;x
house_codd_desc;A widely despised house, descended from thralls and salt wives, House Codd have a reputation for cunning and duplicitious ways and their women are said to practice incest.;;;;;;;;;;;;;x
lysandro_the_magnificent_desc;Lysandro was the head of the Rogare Bank, which was more powerful thank the Iron Bank for a time. Though he became the most powerful man in Lys, many disliked his rule.;;;;;;;;;;;;;x
saan_desc;An ancient Lyseni family of Valyrian heritage, the Saan family has produced many famous and distinguished sailors, admirals and pirates.;;;;;;;;;;;;;x
hyrkoon_the_hero_desc;The founder of the Patrimony of Hyrkoon, which bears his name, Hyrkoon was a legendary hero of Essosi myth. Some believe him to be the same as Azor Ahai.;;;;;;;;;;;;;x
grazdan_the_great_desc;The legendary founder of Ghis, Grazdan the Great founded the mighty lockstep legions and raised the brick walls of Ghis, establishing the Ghiscari Empire.;;;;;;;;;;;;;x
huzhor_amai_desc;The first Tall Man Huzhor was born of the last Fisher Queen, fought the Hairy Men and allied with the Gipps, Cymmeri and Zoqora. Some think him to be the same as Azor Ahai.;;;;;;;;;;;;;x
prince_garin_desc;[This.GetTitledFirstName] has been proclaimed by the people of the Rhoyne to be of the same spirit as the great Warrior Prince Garin, who led a great army against the Valyrians.;;;;;;;;;;;;;x
hugor_of_the_hill_desc;[This.GetTitledFirstName] has been proclaimed by the people of Andalos to be of the same spirit as the Hugor of the Hills, the first King of Andalos and chosen of the Seven.;;;;;;;;;;;;;x
qarlon_the_great_desc;[This.GetTitledFirstName] has been proclaimed to be of the same spirit as the Qarlon the Great, the High King of the Andals who ruled from the Braavos Lagoon to the Axe.;;;;;;;;;;;;;x
khiara_desc;A God-Empress of Leng, Khiara the Great established the practice that the God-Empresses would take two husbands, one Lengii and one YiTish.;;;;;;;;;;;;;x
black_pearl_desc;Daughter of a Sealord's son and a Summer Islands Princess, Bellegere Otherys was a smuggler, pirate, and courtesan who was beloved of Aegon IV and known as the Black Pearl.;;;;;;;;;;;;;x
veiled_lady_desc;A line of courtesans from Braavos. They are beautiful though none but their lovers see their faces. She has her own barge and servants to pole her to trysts.;;;;;;;;;;;;;x
merling_queen_desc;A line of Braavosi courtesans. They are never seen without their Mermaids to hold her hair and veil. The Mermaids are young maidens in the blush of their first flowering.;;;;;;;;;;;;;x
