EVTOPTAmore_bloodlines.a22;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a22;I shall have a golden stag on red.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a22;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a23;As a descendant of the noble House Durrandon I proudly bear the stag of Storms End as my sigil. However my mother was a member of House Martell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the crowned stag with the sun and spear of House Martell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a23;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a23;I shall have place the stag within the Martell sun.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a23;I shall have a stag on gold facing an orange sun.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a23;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a24;As a descendant of the noble House Durrandon I proudly bear the stag of Storms End as my sigil. However my mother was a member of House Stark, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the crowned stag with the grey direwolf of Winterfell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a24;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a24;I shall have a Durrandon stag on white.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a24;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a25;As a descendant of the noble House Durrandon I proudly bear the stag of Storms End as my sigil. However my mother was a member of House Targaryen - perhaps I should honour my mother's house adopt a personal sigil that combines the moon and falcon with the three headed dragon of House Targaryen?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a25;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a25;I shall have a red stag on black.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a25;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a26;As a descendant of the noble House Durrandon I proudly bear the stag of Storms End as my sigil. However my mother was a member of House Tully, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the crowned stag with the silver trout of Riverrun?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a26;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a26;I shall have a black stag on red and blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a26;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a27;As a descendant of the noble House Durrandon I proudly bear the stag of Storms End as my sigil. However my mother was a member of House Tyrell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the crowned stag with the golden rose of the Tyrells?;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a27;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a27;I shall have a black stag on green.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a27;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
#####
EVTDESCmore_bloodlines.a30;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Arryn, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the moon and falcon of the Eyrie?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a30;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a30;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a31;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Baratheon, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the crowned stag of Storm's End?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a31;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a31;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a32;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Lannister, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the golden lion of Casterly Rock?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a32;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a32;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a33;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Martell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the sun and spear of House Martell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a33;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a33;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a34;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Stark, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the grey direwolf of Winterfell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a34;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a34;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a35;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Targaryen - perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the three headed dragon of House Targaryen?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a35;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a35;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a36;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Tully, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the silver trout of Riverrun?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a36;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a36;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a37;As a descendant of the noble House Greyjoy I proudly bear the golden kraken of Pyke as my sigil. However my mother was a member of House Tyrell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden kraken with the golden rose of the Tyrells?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a37;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a37;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
#####
EVTDESCmore_bloodlines.a40;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Arryn, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the moon and falcon of the Eyrie?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a40;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a40;I shall have a golden lion on a white moon.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a40;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a41;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Baratheon, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the crowned stag of Storm's End?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a41;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a41;I shall have a black lion on gold.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a41;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a42;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Greyjoy, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the golden kraken of Pyke?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a42;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a42;I shall have a golden lion on black.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a42;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a43;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Martell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the sun and spear of House Martell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a43;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a43;I shall have a lion holding the Martell sun.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a43;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a44;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Stark, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the grey direwolf of Winterfell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a44;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a44;I shall have a grey lion.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a44;I shall have a golden lion on white.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a44;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a45;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Targaryen - perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the three headed dragon of House Targaryen?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a45;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a45;I shall have a red lion on black breathing flame.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a45;I shall have a red lion regardant on black breathing flame.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a45;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a46;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Tyrell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the silver trout of Riverrun?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a46;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a46;I shall have a golden lion on red and blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a46;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a47;As a descendant of the noble House Lannister I proudly bear the golden lion of Casterly Rock as my sigil. However my mother was a member of House Martell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden lion with the golden rose of the Tyrells?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a47;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a47;I shall have a lion holding the Tyrell rose.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a47;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
#####
EVTDESCmore_bloodlines.a50;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Arryn, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the moon and falcon of the Eyrie?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a50;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a50;I shall have a golden falcon within the sun.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a50;I shall place a red falcon on a white moon within the sun and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a50;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a51;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Baratheon, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the crowned stag of Storm's End?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a51;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a51;I shall have a black sun on gold surmounted by a crown.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a51;I shall place a black crown within the Martell sun and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a51;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a52;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Greyjoy, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the golden kraken of Pyke?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a52;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a52;I shall have a golden sun on black.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a52;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a53;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Lannister, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the golden lion of Casterly Rock?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a53;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a53;I shall have a golden lion within the Martell sun and spear.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a53;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a54;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Stark, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the grey direwolf of Winterfell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a54;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a54;I shall have the Martell sun and spear on white.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a54;I shall place a grey direwolf within the Martell sun and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a54;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a55;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Targaryen - perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the three headed dragon of House Targaryen?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a55;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a55;I shall have three Martell suns and spears on black.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a55;I shall have a Martell sun and spear on black.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a55;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a56;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Tully, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the silver trout of Riverrun?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a56;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a56;I shall have the Martell sun and spear on red and blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a56;I shall place a silver trout within the Martell sun and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a56;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a57;As a descendant of the noble House Nymeros-Martell I proudly bear the Orange sun of Nymeria and the golden spear of Mors Martell as my sigil. However my mother was a member of House Tyrell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the sun and spear with the golden rose of the Tyrells?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a57;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a57;I shall have the Martell sun and spear on green.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a57;I shall place a rose on top of the Martell sun and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a57;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
#####
EVTDESCmore_bloodlines.a60;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Arryn, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the grey direwolf with the moon and falcon of the Eyrie?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a60;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a60;I shall have a grey direwolf within a moon on blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a60;I shall have a grey direwolf on white before a blue sky and white moon.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a60;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a61;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Baratheon, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the grey direwolf with the crowned stag of Storm's End?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a61;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a61;I shall have a grey wolf's head facing a crowned stag.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a61;I shall have a grey direwolf on gold surmounted by a black crown.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a61;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a62;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Greyjoy, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the grey direwolf with the golden kraken of Pyke?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a62;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a62;I shall have a golden wolf on black.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a62;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a63;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Karstark, a cadet branch of our house that is amongst the most powerful houses in the North. Perhaps I should honour my mother's house adopt a personal sigil that combines the grey direwolf with the white sun of Karhold?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a63;I shall have a half a wolf's head and half a white sun.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a63;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a64;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Lannister, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the grey direwolf with the golden lion of Casterly Rock?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a64;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a64;I shall have a grey wolf's head facing a golden lion.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a64;I shall have a direwolf on red.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a64;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a65;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Martell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the grey direwolf with the sun and spear of House Martell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a65;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a65;I shall have a direwolf within the Martell sun and spear.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a65;I shall have a direwolf and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a65;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a66;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Targaryen - perhaps I should honour my mother's house adopt a personal sigil that combines a grey direwolf with the three headed dragon of House Targaryen?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a66;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a66;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a67;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Tully, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the silver trout of Riverrun?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a67;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a67;I shall have a grey direwolf on red and blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a67;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a68;As a descendant of the noble House Stark I proudly bear the grey direwolf of Winterfell as my sigil. However my mother was a member of House Tyrell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the golden rose of the Tyrells?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a68;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a68;I shall have a grey direwolf on green surmounted by a golden rose.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a68;I shall have half a grey direwolf on a blue rose.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a68;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
#####
EVTDESCmore_bloodlines.a70;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Arryn, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the moon and falcon of the Eyrie?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a70;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a70;I shall have a red dragon within a white crescent moon on blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a70;I shall have a red dragon grasping a white moon on blue.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a70;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a71;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Baratheon, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the crowned stag of Storm's End?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a71;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a71;I shall have a black dragon on gold, grasping a black crown.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a71;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a72;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Greyjoy, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the golden kraken of Pyke?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a72;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a72;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a73;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Lannister, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the golden lion of Casterly Rock?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a73;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a73;I shall have a golden dragon on red.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a73;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a74;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Martell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the sun and spear of House Martell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a74;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a74;I shall have a red dragon on orange with a sun and spear.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a74;I shall have a red dragon on black with a sun and spear.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a74;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a75;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Stark, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the grey direwolf of Winterfell?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a75;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a75;I shall have a winged red wolf on black, breathing fire.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a75;I shall have a grey dragon on white.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a75;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a76;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Tully, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with the silver trout of Riverrun?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a76;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a76;I shall have a red dragon on red and blue.;;;;;;;;;;;;;x
EVTOPTCmore_bloodlines.a76;I shall have a dragon grasping a silver trout on red and blue.;;;;;;;;;;;;;x
EVTOPTDmore_bloodlines.a76;I shall leave my sigil as it currently is.;;;;;;;;;;;;;x
EVTDESCmore_bloodlines.a77;As a descendant of the noble House Targaryen I proudly bear the three headed red dragon of Aegon the Conqueror as my sigil. However my mother was a member of House Tyrell, a house with an equally powerful and well regarded history. Perhaps I should honour my mother's house adopt a personal sigil that combines the red dragon with golden rose of the Tyrells?;;;;;;;;;;;;;x
EVTOPTAmore_bloodlines.a77;I shall quarter my arms.;;;;;;;;;;;;;x
EVTOPTBmore_bloodlines.a77;I shall have a red dragon on black grasping a golden rose.;;;;;;;;;;;;;x
